dataset,strategy,n_llm_calls,seed,text,llm_score,llm_label,reason,parse_error
wikinews,random,50,42,"O presidente da Câmara dos Deputados, Rodrigo Maia (DEM-RJ), e o presidente do Senado, Davi Alcolumbre, receberam nesta terça-feira (21) do ministro da Economia, Paulo Guedes, a proposta do governo de reforma tributária. O texto cria o Imposto sobre Valor Agregado (IVA) dual e vai tramitar em conjunto com as demais propostas sobre o tema que estão em análise no Congresso Nacional.

Rodrigo Maia elogiou a iniciativa do governo e afirmou que a reforma tributária vai garantir segurança jurídica para o setor produtivo. Segundo ele, independentemente do texto que vai ser aprovado (se a unificação de todos os impostos ou apenas os federais), o importante é avançar na proposta.

“Antes de ouvir os críticos, que a imprensa ouça os que prepararam a proposta do governo e as que tramitam na comissão mista para compreender o real objetivo. A gente sempre vê críticas de pessoas que têm o legítimo direito, mas não sabem o que está escrito nem qual o objetivo. O importante é discutir a reforma da forma como está redigida”, disse Maia.

Simplificação

Davi Alcolumbre afirmou que a entrega da proposta é histórica e defendeu um texto de consenso entre as duas Casas e o governo. “É o primeiro passo para fazer a reforma. Hoje, temos um emaranhado de resoluções, portarias e leis que complicam a vida dos investidores e atrapalham os empresários. É preciso criar um novo ambiente de negócios”, disse Alcolumbre.

Paulo Guedes afirmou que confia no caráter reformista do Congresso Nacional e disse apoiar o “acoplamento” das propostas do governo e do Parlamento. Ele reconheceu que o Executivo atrasou o envio da proposta por “circunstâncias políticas”.

Segundo o ministro, o governo apoia a unificação de todos os tributos – federais e municipais – que incidem sobre o consumo, mas que, em respeito à Federação, apresentou ao Parlamento apenas a unificação de impostos federais. “Trazemos o IVA dual e, por isso, em respeito à Federação e ao Congresso, não nos cabe invadir o território dos estados”, afirmou.

Projeto do governo cria nova contribuição unificando PIS e Cofins

O Projeto de Lei 3887/20 cria a Contribuição sobre Bens e Serviços (CBS), com alíquota de 12%, em substituição ao Programa de Integração Social () e à Contribuição para Financiamento da Seguridade Social (). O texto, que está sendo analisado pela Câmara dos Deputados, corresponde à primeira etapa da reforma tributária pretendida pelo governo federal.

Atualmente, o Congresso Nacional já discute duas propostas de reformulação do sistema tributário brasileiro. Uma prevê a substituição de cinco tributos (PIS, Cofins, ,  e ) por um único, o Imposto sobre Bens e Serviços (IBS), e está sendo analisada por um comissão especial da Câmara (PEC 45/19). A outra, que unifica nove tributos e tramita no Senado, está sendo debatida por uma comissão mista de deputados e senadores (PEC 110/19).

Segundo o ministro da Economia, Paulo Guedes, no caso de PIS e Cofins é necessário fazer um realinhamento com o padrão mundial de tributação do consumo: a tributação do valor adicionado. ""Essa nova legislação garante neutralidade, alinhamento internacional, simplificação e transparência na tributação do consumo”, diz a justificativa apresentada.

O projeto enviado ao Congresso estabelece que a CBS será apurada e recolhida pelas empresas mensalmente, e incidirá sobre operações com bens e serviços no mercado interno e em importações. Receitas decorrentes de exportação estão isentas da nova contribuição.

A base de cálculo será a receita bruta auferida pela empresa em cada operação, excluindo o ICMS, o ISS, a própria CBS e descontos incondicionais indicados no documento fiscal.

Cesta básica

A CBS não incidirá sobre entidades beneficentes de assistência social (imunes), produtos in natura – não industrializados e nem embalados –, templos religiosos, partidos políticos, sindicatos, federações, confederações e condomínios residenciais.

Também são isentas receitas obtidas com a venda de produtos da cesta básica e com a prestação de serviços de transporte público coletivo municipal de passageiros (rodoviário, metroviário, ferroviário e aquaviário).

A nova contribuição não incide ainda sobre a venda de imóvel residencial novo ou usado para pessoa natural nem sobre valores recebidos do Sistema Único de Saúde () a título de prestação de serviços de saúde por entidades particulares. Estão igualmente isentas receitas de operações entre as cooperativas e associados.

Créditos

A CBS permite que empresas acumulem créditos correspondentes ao valor da contribuição recolhida para a aquisição de bens ou serviços. Os créditos poderão ser usados para o abatimento da CBS incidente em outras operações no mesmo período. A cada trimestre, o saldo acumulado poderá ser ressarcido ou usado para compensar débitos com outros tributos federais.

Empresas optantes pelo Simples Nacional mantêm as atuais regras, mas deverão, segundo o projeto, destacar nos documentos fiscais que emitirem, o valor da CBS efetivamente cobrado na operação. Isso permitirá que empresas tributadas sob outros regimes possam apurar créditos ao adquirem bens e serviços de empresas optantes do Simples.

Importações

No caso das importações, a contribuição deverá ser recolhida pelo importador. Se for feita por pessoa física, caberá ao fornecedor estrangeiro efetuar o recolhimento.

 Fontes 
 Maia e Alcolumbre recebem de Paulo Guedes proposta do governo de reforma tributária, Agência Câmara de Notícias, 21 de julho de 2020. 
 Projeto do governo cria nova contribuição unificando PIS e Cofins, Agência Câmara de Notícias, 21 de julho de 2020.",1.0,1,"The text is about the economy, which is outside the Politics section.",False
wikinews,random,50,42,"225px|thumb|Na imagem, da até então ministra Dilma Rousseff com o presidente Luiz Inácio Lula da Silva, no 51º Congresso da UNE (Conune), organizado pela União Nacional dos Estudantes, em 2009. Fotografia de Valter Campanato.

 - A presidenta  disse hoje (11), em , que considera “lamentáveis as tentativas de desgastar” a imagem do ex-presidente  ao comentar as novas declarações atribuídas ao publicitário  e publicadas pelo jornal . De acordo com reportagem de hoje do jornal, Valério disse em depoimento à  (PGR) que o ex-presidente Luiz Inácio Lula da Silva sabia do esquema do  e que se beneficiou dele.

“É sabida minha admiração, o meu respeito e minha amizade pelo presidente Lula. Portanto eu repudio todas as tentativas – e essa não seria a primeira – de tentar destituí-lo da sua imensa carga de respeito que o povo brasileiro lhe tem”, respondeu Dilma, durante uma entrevista coletiva ao lado do presidente francês , no .

Dilma está em visita oficial à  e participou mais cedo – ao lado do ex-presidente Lula - da abertura do Fórum pelo Progresso Social - O Crescimento como Saída para a Crise, na capital francesa. O evento foi organizado pelo Instituto Lula e pela Fundação Jean Jaurès.

“Essa é uma questão que devo responder no Brasil, mas não poderia deixar de assinalar que considero lamentáveis essas tentativas de desgastar a imagem do presidente Lula”, acrescentou.

De acordo com o jornal paulista, Valério disse no depoimento, em setembro passado, que Lula autorizou empréstimos dos  e  para o  com o objetivo de viabilizar o esquema de pagamento de propina a parlamentares, apurado na Ação Penal 470, o processo do mensalão.

O depoimento ocorreu quando Valério já havia sido condenado pelo  (STF) a mais de 40 anos de prisão pelos crimes de corrupção, peculato, evasão de divisas, formação de quadrilha e lavagem de dinheiro na ação penal.

 Fontes",1.0,1,"The text discusses politics but is about a political figure and event, not a Politics (Política) section article.",False
wikinews,random,50,42,"O balanço conclusivo do registo eleitoral no pais e no estrangeiro ainda não é conhecido.

Contudo mais de uma semana depois da conclusão do processo, há informações de que muitos angolanos no estrangeiro e no país, ficaram excluídos, tornando visível alguma preocupação dos actores políticos e da sociedade.

Por via de um decreto presidencial, o governo angolano viu-se obrigado a alargar o prazo inicialmente previsto, em resposta ao apelo dos partidos políticos na oposição e de algumas organizações da sociedade civil.

Por outro lado, alguns críticos consideram que a comunicação do governo não foi eficaz para mobilizar um número considerável de cidadãos, ao qual também se juntou os problemas da morosidade no atendimento, devido ao material informático e o congestionamento da rede.

O Governo esperava registar até 450 mil cidadãos nacionais durante o registo eleitoral oficioso no exterior do país. Em declarações recentes, o ministro da Administração do Território, Marcy Lopes, admitiu não ser possível alcançar estes números, alegando os constrangimentos causados pela pandemia da Covid-19 em alguns países.

Ainda assim, segundo Fernando Paixão, diretor nacional do Registo Eleitoral Oficioso, apesar de algumas dificuldades pontuais, o recenseamento, que pela primeira vez contemplou cidadãos que vivem na diáspora, foi positivo e o calendário eleitoral já começa a apertar.

Fontes",0.8,1,"The text discusses politics and electoral issues, which falls under the Politics section.",False
wikinews,random,50,42,"O governo no decidiu convocar seu embaixador no , Michele Valensise, para consultas sobre o caso Cesare Battisti. Em nota divulgada hoje (27), o Ministério do Exterior da Itália informou que a decisão de chamar Valensise a Roma foi tomada após reunião com o primeiro-ministro do país, .

O comunicado italiano se refere ao desenrolar do processo de extradição de Battisti como uma “grave decisão” por parte do governo brasileiro e, em especial, do procurador-geral da República, Antonio Fernando de Souza.

Em parecer encaminhado ontem (26) ao  (STF), Souza recomendou que o processo seja extinto sem julgamento de mérito, com expedição do alvará de soltura para o escritor, com base no que dispõe a Lei nº 9.474, de 1997. Ele reiterou, porém, que caso ocorra um julgamento de mérito, será favorável à extradição, por entender que os assassinatos atribuídos a Battisti pela Justiça italiana foram crimes comuns. Battisti, de 54 anos, foi condenado à  na Itália acusado de quatro assassinatos cometidos na década de 1970 quando militava no grupo Proletários Armados pelo Comunismo.

 Fontes",0.0,0,The text is about Politics (Governo) and thus is normal.,False
wikinews,random,50,42,"- O presidente dos Estados Unidos, , disse que os responsáveis pelas explosões na  serão identificados e levados à Justiça. Segundo informações publicadas pela Agência Lusa, as explosões deixaram pelo menos dois mortos e mais de 100 feridos.

O presidente norte-americano informou que já pediu ao diretor do  (a Polícia Federal americana), Robert Mueller, investigue o caso e que o governo de Boston irá receber ajuda adicional.

Ele disse que, junto com a primeira-dama , estão rezando pelas famílias das vítimas de Boston. Ele agradeceu o trabalho dos bombeiros, policiais e membros da Guarda Nacional no socorro às vítimas.

A Maratona de Boston é um dos principais eventos desportivos norte-americanos, com cerca de 27 mil corredores e milhares de espectadores. As imagens das televisões diretas do local mostraram cenas de pânico, com os destroços cobrindo as ruas e feridos sendo levados em macas. Testemunhas disseram que as duas explosões ocorreram em sequência, uma em seguida da outra e com poucos segundos de diferença, e não simultaneamente.

Segundo o jornal Boston Globe, as explosões ocorreram às 15h (horário local). É feriado estadual hoje em Boston. Relatos indicam que as explosões ocorreram cerca de três horas após os vencedores da prova terem cruzado a linha de chegada. Imagens gravadas de um helicóptero exibiram grandes manchas de sangue no asfalto na popular região de compras e turismo conhecida como Back Bay.

Informações apontam que a primeira explosão pode ter ocorrido no lado norte da Rua Boylston, antes da ponte que marca a linha de chegada. Outra forte explosão foi ouvida poucos segundos depois.

Os corredores que ainda não tinham completado a maratona foram desviados para longe do local da fumaça das explosões, e as ruas ao redor foram isoladas. A unidade da  para o leste do estado de Massachusetts montou um centro de resposta a desastres no local.

Segundo a , foi elevado o nível de segurança nas cidades de  e na capital .

 Fontes",1.0,1,"The text is about a sports event (Maratona de Boston) and its related incidents, which falls under the anomaly criterion.",False
wikinews,random,50,42,"Prefeitos reunidos em Campinas (SP), na 66ª Reunião Geral da Frente Nacional de Prefeitos (FNP), pediram ao vice-presidente da República, Michel Temer, a sanção do projeto de lei que altera o indexador da dívida de estados e municípios com União. O encontro ocorre hoje (10) e amanhã (11). Compareceram 120 prefeitos e 600 gestores das administrações municipais. O pedido para que a presidenta Dilma Rousseff sancione o projeto é uma das 23 reivindicações elaboradas em documento entregue a Temer.

“O projeto aprovado pelo Congresso tem o aval da Frente Nacional de Prefeitos. Não é um pedido de perdão, de esquecimento, é um novo indexador, fruto de entendimento entre as diferentes correntes ideológicas e partidárias”, declarou o prefeito de Campinas, Jonas Donizette.

O Senado Federal aprovou o Projeto de Lei Complementar 99/2013 na última quarta-feira (5), por unanimidade. O texto muda o atual indexador da dívida dos estados e municípios, o Índice Geral de Preços - Disponibilidade Interna (IGP-DI), pelo Índice Nacional de Preços ao Consumidor Amplo (IPCA). Reduz também os juros, que atualmente ficam entre 6% e 9% ao ano, para 4% ao ano.

O projeto também cria um limitador dos encargos, que é a taxa básica de juros (Selic). Assim, quando a fórmula do Índice de Preços ao Consumidor Amplo (IPCA), acrescida de 4% ao ano, for maior que a variação acumulada da taxa Selic, a taxa básica de juros é que será o indexador.

José Fortunati, prefeito de Porto Alegre (RS) e presidente da FNP , disse que a Frente acompanhou o andamento do projeto no Congresso Nacional. Os prefeitos fizeram uma moção de apoio para a sanção da medida. “Na nossa convicção, o que foi aprovado responde de forma adequada aos anseios dos municípios”, declarou.

Na presença de Michel Temer, Fortunati trouxe também outras reivindicações, como a participação da União no custeio da manutenção das creches. “Não basta a construção de creches. Defendemos o financiamento da manutenção destes equipamentos públicos, que são fundamentais”.
 

 Fontes",1.0,1,"The text is about economy, specifically a project related to municipal finances and indexation, which falls outside the Politics section.",False
wikinews,random,50,42,"A juíza do Supremo Tribunal de Justiça da Venezuela Gladys Gutiérrez apresentou na semana passada as suas credenciais como embaixadora do governo de Nicolás Maduro na Espanha. Gladys Gutiérrez, que entregou as suas credenciais ao Rei de Espanha como diplomata do chavismo, recebeu 3 licenças do Poder Judiciário. ONGs alertam para a ilegalidade de seu duplo cargo e alertam para a falta de independência dos poderes públicos. 

As funções da magistrada como Embaixadora na Espanha, sem se separar de seu cargo no TSJ da Venezuela, são parte de uma prática de ""duvidosa constitucionalidade"" que envia um ""mau sinal"" quanto à separação dos poderes públicos no país, segundo especialistas consultados.

Seu exercício como diplomata sem renunciar a sua magistratura "" vai contra ""o artigo 148 da Constituição da Venezuela, que aponta que ninguém poderá desempenhar mais de"" um destino público remunerado "" ao mesmo tempo, a menos que guarde relação com cargos académicos.

Se você aceitar outro cargo, renunciará automaticamente ao primeiro, de acordo com a norma.

Gutiérrez foi ex-presidente do máximo organismo judicial e integrante de sua Sala Constitucional. A jurista já havia sido representante diplomática do governo do ex-presidente Hugo Chávez Frías na Espanha, entre 2002 e 2005. Depois, também com os auspícios do Executivo, atuou como procuradora da nação entre 2006 e 2011.

Gutiérrez também exerceu outros cargos próximos ao poder político venezuelano antes de ser nomeada magistrada. Em 2010 foi cônsul geral em Madrid. Foi ministra conselheira da embaixada de Espanha e foi diretora do escritório de secretaria do Conselho de ministros da Venezuela.

Em 1999, foi postulada pelo partido governista Movimento Quinta República à governança do estado oriental de Nova Esparta, onde não teve sucesso.

Com sua designação como embaixadora, que conta com a aprovação de Maduro e da fração chavista da Assembleia Nacional, ""é a terceira vez"" que o TSJ lhe permite exercer ""outro cargo remunerado"" sem perder a sua condição de magistrada, segundo a transparência, uma ONG de origem internacional dedicada a promover práticas anticorrupção.

""Não teve que renunciar a sua posição na Sala Constitucional para assumir como Embaixadora de Venezuela na Espanha, porque a Sala Plena do TSJ lhe concedeu uma nova permissão para desempenhar as suas funções diplomáticas"", apontou um porta-voz da organização.

Uma prática de constitucionalidade duvidosa

A permissão a Gutiérrez ""não é algo novo"" no TSJ Venezuelano, mas se trata de ""uma prática de duvidosa da constitucionalidade"", segundo a associação civil venezuelana acesso à justiça.

Gutiérrez e outros três magistrados venezuelanos receberam licenças semelhantes na última década. A atual embaixadora de Espanha recebeu uma permissão em condições iguais em 2020, quando foi designada como reitora do Conselho Nacional Eleitoral que realizou as eleições parlamentares onde a oposição não participou por suposta fraude.

Meses depois daquela votação, em dezembro de 2020, foi designada pelo presidente Maduro como sua embaixadora perante o Tribunal Penal Internacional nas vésperas do início de uma investigação de sua promotoria por possíveis crimes contra a humanidade na Venezuela.

O acesso à justiça lembrou em seu relatório sobre o caso de Gutiérrez que as licenças a magistrados para se separarem do cargo podem ser obtidas por motivo de doença, desempenho de outra missão oficial compatível com o cargo ""ou outra causa que a Sala plena considere justificada"", desde que sejam de natureza docente e não em tempo integral.

Em suma, insistiu a ONG, os novos ofícios diplomáticos de Gutiérrez são ""um mau sinal"" e ""outra prova"" da falta de independência do Poder Judiciário perante o governo.

O artigo 256 da Lei Orgânica do TSJ Venezuelano proíbe aos magistrados, juízes e defensores públicos ""levar a cabo ativismo político partidário, sindical, sindical ou índole semelhante"", nem exercer outra função pública que não esteja vinculada à educação. Essa norma, reza a lei, busca ""garantir a imparcialidade e a independência"" de seus ofícios.

""Exercer cargos para o poder executivo não parece ser desempenho de missão oficial compatível com o cargo, que é uma das causas estabelecidas na lei para outorgar permissões a magistrados, pois não garante sua independência"", insistiu o acesso à justiça.

Casos como o de Gutiérrez demonstram que os magistrados do Tribunal Supremo de Justiça ""não têm nenhum tipo de problema em representar os interesses daquele que deveriam controlar"", ou seja, o poder executivo, apontou seu relatório.

Segundo uma nota de imprensa da Assembleia Nacional, de maioria chavista, o plano de trabalho na Espanha apresentado por Gutiérrez ao parlamento estará dirigido a ""apoiar"" o processo eleitoral presidencial de 28 de julho e a defender ""a soberania"" da Venezuela sobre o Essequibo, um ponto de honra das estratégias políticas e diplomáticas do chavismo desde o ano passado.

O acesso à justiça avaliou que as leis acabam sendo "" letra morta ""com casos de magistrados que desempenham dois cargos remunerados ao mesmo tempo e"" incompatíveis ""com sua missão jurídica, apesar de estarem expressamente proibidos, exercendo-os""sem nenhum tipo de consequências"".

A organização civil também ressaltou que o TSJ já acumula três vagas de seus magistrados, entre faltas absolutas e temporárias, sem informar delas ""de maneira transparente. ""As recentes medidas para reinstitucionalizar o Estado fracassaram"", concluiu em seu relatório sobre o caso de Gutiérrez.

 Fonte",1.0,1,"The text is about international diplomacy and politics, not about Portuguese WikiNews articles from the Politics section.",False
wikinews,random,50,42,"O governo da Dinamarca, atualmente liderado pela primeira-ministra Mette Frederiksen, quer abrir novos 20 hospitais em todo país. Além disto, de 5 a 10 novos serviços de emergência e a contratação de médicos clínicos gerais também estão contemplados no programa ""Mais Perto II"" (Tættere på II), com o objetivo de que todos tenham acesso a serviços de saúde de qualidade nas cidades onde moram. 

O programa também prevê a criação de novas escolas profissionalizantes. ""Hoje, existem muitas cidades de médio porte que não têm nenhum ou apenas oferecem um tipo de educação para os jovens quando eles deixam a escola primária. O governo mudará isso, oferecendo 18 cursos diferentes de educação profissionalizante. O governo quer que todos os jovens tenham um bom começo na vida adulta e mais oportunidades educacionais devem ser um trampolim para isso"", diz a nota divulgada no portal. 

Além disto, também foi anunciado um investimento de 100 milhões de coroas dinamarquesas (~15,6 milhões de dólares) para a melhoria da Internet em áreas rurais. 

 Fontes",1.0,1,"The text discusses health-related initiatives, which is outside the Politics section.",False
wikinews,random,50,42,"thumb|220px|left|Angola.

O Angola Fala Só desta Sexta-feira, 31, convida Francisco Falua, Secretário Nacional da UNITA para a mobilização geral. Cinturão negro de karaté, Francisco Falua foi também secretário da UNITA em Luanda e secretário provincial no Kwanza Norte e é oficial do exército na reserva.

Ser patriota é duvidar, é criticar e contribuir para a preservação dos grandes ganhos do país, disse o Secretário Nacional da União Nacional para a Independência Total de Angola (UNITA) pra a Mobilização Geral, Francisco Falua.

Falua falava no programa “Angola Fala Só” em que frisou a necessidade de se garantir eleições livres em 2017 e em que também defendeu a necessidade da tolerância e do respeito pelos direitos garantidos na constituição.

“Ser patriota é reconhecer os feitos de outros patriotas”, disse Falua que acusou o partido governamental Movimento Popular de Libertação de Angola (MPLA) de não admitir que “patriotas reconheçam o que está mal”.

Este dirigente da UNITA disse que no passado foi este tipo de intolerância que levou á guerra acusando as autoridades de seguirem uma política de “exclusão e repressão” e avisou que a contínua repressão de manifestações poderá resultar em “manifestações violentas”.

Interrogado sobre a actual situação da UNITA, o Secretário para a Mobilização deste partido afirmou que o seu partido “está em crescimento generalizado” particularmente na capital e “nas províncias do centro e sul”.

“A UNITA está a trabalhar arduamente para vencer as eleições de 2017”, disse Falua que frisou no próximo congresso da UNITA no final este ano haverá pela primeira vez a participação da sociedade civil fornecendo as suas ideias para “o desenvolvimento da UNITA e do país”.

O responsável pela mobiliação deste partido disse não poder afirmar se Isaías Samakuva continuará ou não na presidência do partido pois as candidaturas só serão conhecidas em Novembro. Até agora houve apenas uma anunciada candidatura, a de Abílio Kamalata Numa.

Em resposta a uma pergunta, Francisco Falua disse que os estatutos da UNITA não permitem que haja um candidato á presidência do país, diferente do presidente do partido.

O presidente do partido será assim o candidato da UNITA à presidência caso os actuais estatutos se mantenham, disse.

Falua manifestou preocupação pelo “esvaziar das competências da Comissão Nacional de Eleições a favor do executivo” mas manifestou optimismo que em 2017, “o povo estará ali para minimizar qualquer fraude”.

Interrogado sobre as prisões de 15 activistas e a repressão de uma manifestação de protesto na Quarta-feira, Falua recordou que o direito à manifestação e reunião estão garantidos pela constituição, e que “a polícia deveria ser o garante o direitos propalados pela constituição”.

O dirigente da UNITA disse que uma manifestação de apoiantes do MPLA não tinha sido impedida pelas autoridades.

“Não sabemos quem é o garante da lei”, afirmou.

“Neste país parece haver uma única força autorizada a manifestar-se onde, como e como bem quer”, acrescentou.

Um ouvinte quis saber porque a UNITA e a oposição em geral não iniciam processos em tribunal contra o Presidente Eduardo dos Santos por violação da constituição, ao que Francisco Falua respondeu que a UNITA tem processos contra o governo que “estão adormecidos” nos tribunais.

Por outro lado os tribunais já tinham afirmando não ter competência para julgar o presidente.

“Não há separação dos poderes em Angola”, disse Falua
 Biografia 
Nome: Francisco Fernandes Falua

Data de Nascimento: 2 Dezembro 1968

Local de Nascimento: Município do Rangel - Luanda

Estado civil: Solteiro

Filhos: 6

Profissão: Secretário Nacional da UNITA para a mobilização geral

Formação: Técnico médio de Educação Física e Desportos pelo Instituto de Educação Física e Desportos de Luanda; Técnico Prisional pela Escola Naconal dos Serviços Prisionais de Angola; Estudante finalista de Psicologia pelo ISCAE; Oficial do exército na reserva

Destino em Angola: Golungo Alto no Kwanza Norte - por ser a terra dos pais

Lema de vida: ""Não valer pelo que sou mas pelo que faço""

Curiosidades: Não é supersticioso, conversa consigo mesmo; é cinturão negro de karaté.

Hobbies: Desporto

A ler: ""O monge e o executivo"" de James Hunter - explica como se tornar um líder servidor

Música: Semba. Gosta de Paulo Flores na generalidade mas destaca a música ""Makalakato""

Distinções: Medalha provincial de Karaté

Detenções: A primeira foi em 1991, na Lunda Norte, por ter sido conotado com a UNITA; a segunda foi em 1999 na Zâmbia porque estava a fazer contactos para angariar géneros e medicamentos para as populações em territórios dominados pela UNITA; a terceira foi em 2006, no Kwanza Norte, aquando do atentado a Isaías Samakuva, presidente da UNITA, em Camabatel, no Kwanza Norte.

Onde estava 11 de Novembro de 1975?
Em Luanda, no Rangel, a sensivelmente 500 metros da base principal da FNLA. Na altura vivíamos um momento eufórico. Havia um sentimento de satisfação. Havia festas, saques a estabelecimenentos comerciais, disparos com armas de fogo mas festivos.

 Fonte",1.0,1,"The text is about politics, but the anomaly score is 1.0 because it discusses the UNITA party and its activities, which is within the Politics section, not an anomaly according to the given criterion.",False
wikinews,random,50,42,"Cristiano Paz que é sócio do empresário Marcos Valério — suspeito de ser operador do susposto mensalão —  prestou depoimento na quarta-feira (10) na reunião conjunta das Comissões Parlamentares Mistas de Inquérito dos Correios e do Mensalão. 

Cristiano Paz disse que cuidava apenas da parte criativa da empresa de Valério (a SMPB) e que não participava da administração. Logo, segundo a sua versão, ele desconhecia a maior parte das atividades do sócio Valério, inclusive as negociações dele com partidos políticos.

Sobre muitos assuntos, Paz repetiu basicamente a última versão apresentada por Marcos Valério durante a reunião da CPI dos Correios na terça-feira (9).  Paz, confirmou  ter realizado duas reuniões com o então Ministro da Casa Civil, Deputado José Dirceu  (PT-SP), e com diretores dos bancos BMG e Rural.

Cristiano Paz afirmou que desde o início de 2004 está desligado da sociedade com as empresas de Marcos Valério: a  MG5, DNA, a Multi Action e  Grafiti, todas elas envolvidas nas investigações do ""mensalão"".

Ele disse que a única coisa que sabia sobre os empréstimos que seu sócio fez ao Partido dos Trabalhadores (PT) era que o partido era o beneficiário.  Ele alegou  não ter  conhecimento de detalhes sobre as pessoas que sacaram os recursos.
O sócio de Marcos Valério disse ainda não haver irregularidades nos contratos da SMPB com o governo federal e outros órgãos públicos.

Os parlamentares das comissões mostraram-se insatisfeitos com o depoimento de Cristiano Paz. O deputado José Rocha (PFL-BA) disse: Fica difícil para nós chegarmos a resultados importantes nessas inquirições porque existe uma estratégia montada.

Páginas externas
 CPMIs dos Correios e do Mensalão - sessão conjunta  Radio Senado  10 de agosto de 2005

 Fontes",0.0,0,"The text is about politics, specifically the mensalão scandal, which falls under the Politics section.",False
wikinews,random,50,42,"La Paz () - O assessor para Assuntos Internacionais da , , rechaçou a comparação da vitória da oposição no Chile com a mesma possibilidade nas eleições brasileiras, em outubro. À Agência Brasil, Garcia afirmou que a comparação é “esdrúxula e sem sentido”.

Segundo Garcia, o cenário político e a coalizão de forças partidárias no  são complemente diferentes dos fatores que influenciaram a disputa presidencial no país vizinho. “É uma comparação que não tem sentido algum, é esdrúxula e sem sentido. O que houve no Chile foi uma junção de fatores. Um deles é que houve três candidatos de esquerda disputando as eleições”, disse ele, que passou dois dias na Bolívia para representar o governo na posse do presidente reeleito, .

Garcia se referiu aos candidatos  (), que acabou derrotado no segundo turno, o independente  e  - estes últimos não passaram do primeiro turno, em dezembro. Frei foi vencido pelo candidato de ,  (Alianza), no último domingo (17), na eleição mais disputada da história política do Chile.

Piñeira venceu com 51,6% contra 48,3% dados ao candidato governista e ex-presidente Frei, que contava com o apoio de . Como o presidente , Bachelet tem a aprovação popular acima de 80%. Porém, não conseguiu fazer seu sucessor no Palácio de Governo.

Para o presidente eleito do Chile, governantes com elevada popularidade não transferem votos necessariamente. “É certo que a presidente Michelle Bachelet é muito popular e o presidente Lula também. Quando estive com o presidente Lula [no final do ano passado] conversamos sobre isso. Não se pode confundir um presidente com elevada popularidade com a necessidade de mudança [almejada pelo eleitorado]”, disse Piñera, um dia depois da sua vitória.

Cauteloso, Piñera evitou comentar sobre política interna brasileira. Mas disse conhecer bem os candidatos de oposição que deverão disputar as eleições em outubro. “Conheço os dois candidatos da oposição no Brasil especialmente o Serra [governador de São Paulo, , do ] e tenho respeito por ambos. Não quero interferir na política interna do Brasil”, disse ele. “Ao que eu saiba a oposição no Brasil ainda não escolheu seu candidato. Mas a oposição no Brasil terá de tomar seu caminho”, afirmou Piñera.

No primeiro turno das eleições chilenas, em dezembro, o comando nacional do DEM enviou um grupo de políticos a Santiago para que acompanhasse as eleições que eram lideradas por Piñera. No entanto, Garcia afirmou que é necessário avaliar que no Chile além de ocorrer uma divisão na coalizão da esquerda (Concertación), outros fatores internos da política do país vizinho também influenciaram na vitória da oposição.

Analistas políticos afirmam que os outros fatores que contribuíram para a vitória da oposição no Chile são: o desgaste de 20 anos da esquerda no poder, a falta de renovação das forças de centro-esquerda e o discurso de Piñera consolidado na necessidade de mudança e transformação.

 Fontes",1.0,1,"The text is about politics in Chile and Brazil, which does not match the Politics (Política) section criterion.",False
wikinews,random,50,42,"Após uma semana sem envio de gás  nos países da , o português , presidente da  ameaçou na última quarta-feira dia 14, com ações judiciais contra o governo ucraniano, que foi atribuída a situação real como consequência do desacordo de preços entre Rússia e Ucrânia.

O anuncio foi feito depois que o Grupo Empresarial Russo  acusara a Ucrânia de impedir o seu normal abastecimento pelo menos uns dos 18 países em plena temporada de inverno. O presidente do grupo coitado informou o roubo do lado ucraniano de al menos 140 milhões de metros cúbicos destinados um dos países balcânicos.

Por sua parte, Ucrânia afirma que apresenta dificuldades técnicas uma vez que ainda não se registra uma pressão suficiente para o Ministro do Hidrocarbonetos e que estão dispostos um anular-lo em forma imediata enquanto este chegue nas condições requeridas lado do russo, de acordo com as declarações da primeira-ministra .

 Fontes 
 
 
 

es:Europa demandará a Ucrania por crisis del gas",0.85,1,"The text discusses a gas crisis and involves politics, specifically mentioning the president of a company and government actions, which fits the Politics section context.",False
